id_venda,id_data,id_cliente,id_produto,id_localizacao,id_canal_venda,id_vendedor,id_status_entrega,id_meta,quantidade,preco_unitario,desconto,receita_bruta,receita,valor_desconto,custo_unitario,custo_total,lucro,margem_lucro,meta_venda,percentual_atingimento_meta,prazo_entrega_dias,data,ano,mes,trimestre,cliente,tipo_cliente,tempo_relacionamento_meses,faixa_renda,segmento,produto,categoria,marca,linha_produto,regiao,cidade,canal_venda,vendedor,status_entrega,atingiu_meta,mes_ano,ano_mes_ordem
29,20241107,e6899d6e3138533bad4fe05b800db0bf012f8d28431e657d77e144820b4ee238,8af0794b4abd118c17f8eadb17d433e751d37b3f7442d9f20af91f7063ee53cb,074f2ea914ee2ae5e91710145dcff941b60981de3c50196ff5e4b457da28b568,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,b91b1512ed4387f9030f65a30c0f9a707bb0c8cf7d5fe55e0f025a8d81aad399,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,7,4982.31,0.09,34876.16,31737.31,3138.85,2704.15,18929.05,12808.26,0.4036,36108.12,0.879,3,2024-11-07,2024,11,4,Cliente_133,RECORRENTE,21,ALTA,ATACADO,TABLET,INFORMÁTICA,DELTA,PREMIUM,NORTE,MANAUS,ONLINE,VENDEDOR_18,NO PRAZO,NÃO,11/2024,2024-11
30,20241225,d466633fb636a6d48bad3ec0faf4f9052b71bd87c19c2f98ffc9b32cdb81f5a6,c8e53017c2c6847cd23bee6934160bdf60eb8856a8c183e0227c959e83daaa5b,d43768c95fe9af925f6782508fc4a83dfcbe61578ed2264c3eee8404ca732eb3,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,1b68031508d05d5d38d9ca5ea43184a71cbbd009bf9bae2793d3cd4488cd0c07,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,9,3050.7,0.1,27456.3,24710.67,2745.63,2651.18,23860.62,850.05,0.0344,29145.62,0.8478,14,2024-12-25,2024,12,4,Cliente_116,NOVO,5,ALTA,VAREJO,NOTEBOOK,INFORMÁTICA,BETA,ECONÔMICO,CENTRO-OESTE,GOIÂNIA,ONLINE,VENDEDOR_15,ATRASADO,NÃO,12/2024,2024-12
31,20240724,8704e4d0729fb3220da939ebfbac88e5a4c4da828bafd85b013df603ab5cf745,b8addf4def2d19c7988092c00365c86e6d7b20cac51abd2274d30338a7582bcc,99621b38cebd51ac63078e040c33f7b6a2360f3f0cb29e70880c356f562ee6dd,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,1b68031508d05d5d38d9ca5ea43184a71cbbd009bf9bae2793d3cd4488cd0c07,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,1,4489.36,0.15,4489.36,3815.96,673.4,3943.95,3943.95,-127.99,-0.0335,4945.98,0.7715,9,2024-07-24,2024,7,3,Cliente_064,NOVO,3,ALTA,ATACADO,MOUSE,PERIFÉRICOS,BETA,PREMIUM,CENTRO-OESTE,BRASÍLIA,ONLINE,VENDEDOR_15,ATRASADO,NÃO,07/2024,2024-07
32,20240314,af26b300a09015d4f964e8d784c9eaab7cae8a22512069ba7e23064a9f76838f,ab4c374fefd5fe15d0522e1198e7acc8cd66238cdc5fe400c2ecc508ef2f575f,aabec5e3b55593a13c78786021d346fc0875579168cbe51baaa7888cec5450fa,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,da571b9283e30a2c78fb144ca3a1089486cd3593762478dbdf371a13bc9b65e8,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,8,948.52,0.07,7588.16,7056.99,531.17,488.17,3905.36,3151.63,0.4466,8216.26,0.8589,7,2024-03-14,2024,3,1,Cliente_172,RECORRENTE,45,BAIXA,VAREJO,TABLET,INFORMÁTICA,DELTA,ECONÔMICO,SUDESTE,RIO DE JANEIRO,LOJA,VENDEDOR_03,NO PRAZO,NÃO,03/2024,2024-03
33,20240116,9be37fb60790f4d972e93722e42e0ab6b37d974ad28a8a7bacab3dda85ebfb19,12ab677e6838113d10257397182458f3eda10f8bfdb9bfd0ffc3dde0a9d803f1,c41a560d27bdc15e0f1e2e48bb1f763998050a0b14d7ef849816dc81c21246ef,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,1893593e96de42c10626268102ac560be55ec8f654ffd3b3f8a3cd2a9344dc95,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,bc5e446ac5061fef505aba29a431b34dac819a191ff6d5458a839ac7c86fda68,3,4349.95,0.05,13049.85,12397.36,652.49,2640.57,7921.71,4475.65,0.361,12101.26,1.0245,6,2024-01-16,2024,1,1,Cliente_036,NOVO,4,MÉDIA,ATACADO,MONITOR,INFORMÁTICA,GAMMA,ECONÔMICO,NORDESTE,RECIFE,ONLINE,VENDEDOR_04,NO PRAZO,SIM,01/2024,2024-01
34,20240924,aa3d9a106050cfb4ca73f5ab481b51f5a91eff27476efe1551132a8b64061122,6d09dcafa1a86e8b2d4b659668e213514dd78216788410a053114bb0353fc4f2,3d4103fcdea59f90bbd612ddd26c449be72a3de619728ac1cffcbedcb3804335,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,703cabcafbad3301658913fc0a0a1ec3cd2008b0acbeaba92177a36ffcdf391a,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,7,4103.21,0.1,28722.47,25850.22,2872.25,2789.52,19526.64,6323.58,0.2446,25940.56,0.9965,9,2024-09-24,2024,9,3,Cliente_104,RECORRENTE,48,ALTA,ATACADO,HEADSET,PERIFÉRICOS,DELTA,ECONÔMICO,NORDESTE,SALVADOR,LOJA,VENDEDOR_07,ATRASADO,NÃO,09/2024,2024-09
35,20241208,2317f06ea38d4a1478c0805b5b32c520545b0402260d5dc3812a414ee1ddd91a,268ee61605d8296bf82815c4bd07919f0160f0bb833f308a49495e997499447f,d43768c95fe9af925f6782508fc4a83dfcbe61578ed2264c3eee8404ca732eb3,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,8a0fe5ac0b3d841482673ba35385798ccfa9a97e0a1c13b603a1ae3067231add,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,8,3806.94,0.2,30455.52,24364.42,6091.11,2272.02,18176.16,6188.26,0.254,34968.51,0.6968,2,2024-12-08,2024,12,4,Cliente_118,RECORRENTE,46,ALTA,ATACADO,MOUSE,PERIFÉRICOS,GAMMA,ECONÔMICO,CENTRO-OESTE,GOIÂNIA,ONLINE,VENDEDOR_13,NO PRAZO,NÃO,12/2024,2024-12
36,20240322,87818e40b2ffdcb7d2f6857869fc1eee8f03dbd509b0b046761f19ad79ba5dc1,f97e36348cb20a7390706e6d3ec77bfe9eb1770463fec189db6dc4d1f39dae1b,074f2ea914ee2ae5e91710145dcff941b60981de3c50196ff5e4b457da28b568,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,8468ec7604b1c6ade314d82a8d56dbe1b0db8428a57f344707685d0fad62f6cf,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,2,1944.98,0.14,3889.97,3345.37,544.6,1002.07,2004.14,1341.23,0.4009,3992.56,0.8379,9,2024-03-22,2024,3,1,Cliente_022,NOVO,2,BAIXA,ATACADO,MOUSE,PERIFÉRICOS,GAMMA,PREMIUM,NORTE,MANAUS,LOJA,VENDEDOR_02,ATRASADO,NÃO,03/2024,2024-03
37,20240806,b0c5f87c69cf36d157287fa4fbfd509a9869fbace1f693f2c526048019c58578,7f28d3842000bdff2371e794bc95c36799dd8d0e83ffd5c400b0613ac8b890a5,aabec5e3b55593a13c78786021d346fc0875579168cbe51baaa7888cec5450fa,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,da571b9283e30a2c78fb144ca3a1089486cd3593762478dbdf371a13bc9b65e8,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,9,628.5,0.07,5656.51,5260.55,395.96,473.37,4260.33,1000.22,0.1901,6601.51,0.7969,6,2024-08-06,2024,8,3,Cliente_138,RECORRENTE,18,BAIXA,ATACADO,TABLET,INFORMÁTICA,GAMMA,ECONÔMICO,SUDESTE,RIO DE JANEIRO,LOJA,VENDEDOR_03,NO PRAZO,NÃO,08/2024,2024-08
38,20240627,b1f80b4630b905a0474510f78b5bb4b5303c9083f1f8b3061c40610586c0c398,eb2a60363c1e340772461bfd64703bea42cec2f43b29b4ce9841609c6b5d6a43,c41a560d27bdc15e0f1e2e48bb1f763998050a0b14d7ef849816dc81c21246ef,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,da571b9283e30a2c78fb144ca3a1089486cd3593762478dbdf371a13bc9b65e8,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,6,1803.37,0.18,10820.22,8872.58,1947.64,1296.43,7778.58,1094.0,0.1233,12119.45,0.7321,9,2024-06-27,2024,6,2,Cliente_005,NOVO,4,MÉDIA,VAREJO,TECLADO,PERIFÉRICOS,ALPHA,PREMIUM,NORDESTE,RECIFE,LOJA,VENDEDOR_03,ATRASADO,NÃO,06/2024,2024-06
39,20240609,770a54d69dcaf3a93ee3b6cb65af76c9b0a023353c62140b3bb00d1485777354,2845c0aa9c58baade43da6286681cc63a53abf6303d654dc5ccf612a8b77a6a2,980f64fe4b19ef4c26b8e5361b3a4096afe38bea03a47937eba620c7c9859dd0,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,6029477ae6064c716da9e6bb92acae2f35c6e076ea3c3f713f35e3973a5559d1,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,11,3550.49,0.16,39055.39,32806.53,6248.86,2602.93,28632.23,4174.3,0.1272,46693.29,0.7026,7,2024-06-09,2024,6,2,Cliente_142,NOVO,2,MÉDIA,ATACADO,MONITOR,INFORMÁTICA,ALPHA,PADRÃO,NORTE,BELÉM,LOJA,VENDEDOR_20,NO PRAZO,NÃO,06/2024,2024-06
40,20240412,98d670705ad7198c59a2ac3bb9ef89ba93383a8463301ee134492a38361685f1,c78f300793640957fd151fb5e67191b79c24cfa026684ad041b153c7d367d563,3d4103fcdea59f90bbd612ddd26c449be72a3de619728ac1cffcbedcb3804335,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,a3b3f5bd0a9a9078f50184cc0946819c54059e91acbddc90534208612037f942,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,4,2316.37,0.09,9265.48,8431.59,833.89,1315.4,5261.6,3169.99,0.376,9903.79,0.8513,5,2024-04-12,2024,4,2,Cliente_013,NOVO,1,MÉDIA,VAREJO,TABLET,INFORMÁTICA,ALPHA,PREMIUM,NORDESTE,SALVADOR,ONLINE,VENDEDOR_10,NO PRAZO,NÃO,04/2024,2024-04
41,20241201,6aa58d1e73cd68dfd05669a10c6cdfd58c0f2eb86778a6f5a5854effc900c715,2edaf75f17c5d73c79784485f6b8727ecf3a9fc8ec82af629d0391e94531ea03,ad8fab0905cb7f8e3dea787f1cd212aa130653b7e1f3458ac820fec2fba7b144,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,99bd4df2113cb3d766792b0efb13f18962f220478064eb47b84d9d742c3348f1,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,9,4174.82,0.04,37573.38,36070.44,1502.94,2808.45,25276.05,10794.39,0.2993,38583.73,0.9349,7,2024-12-01,2024,12,4,Cliente_005,NOVO,4,MÉDIA,ATACADO,TECLADO,PERIFÉRICOS,BETA,PADRÃO,SUDESTE,SÃO PAULO,ONLINE,VENDEDOR_01,NO PRAZO,NÃO,12/2024,2024-12
42,20241209,05b788285a856dd46e71355dc07189f2c83cc278890f85dc1e0df162f15ab5af,22d6be3bde4eefd67c7ece878edfe875b454c7f6d9d45743058336e6a67bc52c,ad8fab0905cb7f8e3dea787f1cd212aa130653b7e1f3458ac820fec2fba7b144,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,b91b1512ed4387f9030f65a30c0f9a707bb0c8cf7d5fe55e0f025a8d81aad399,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,5,3627.07,0.05,18135.35,17228.58,906.77,2135.09,10675.45,6553.13,0.3804,20873.37,0.8254,11,2024-12-09,2024,12,4,Cliente_169,RECORRENTE,6,BAIXA,ATACADO,NOTEBOOK,INFORMÁTICA,BETA,PREMIUM,SUDESTE,SÃO PAULO,LOJA,VENDEDOR_18,ATRASADO,NÃO,12/2024,2024-12
43,20241126,5c7be73e45147bdac96a925dd4e591956463a0fe98aba0381834931c3f49c891,b9bc22eb8b0c4d8aab2152044057084e0af57a1746985c0412455fe09644b906,3d4103fcdea59f90bbd612ddd26c449be72a3de619728ac1cffcbedcb3804335,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,e16b2ec015562ef9e0585a3dfeffd0544f6cf7aebbb97910d8d162d2503c200c,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,6,5592.24,0.17,33553.45,27849.36,5704.09,3455.05,20730.3,7119.06,0.2556,37560.61,0.7415,9,2024-11-26,2024,11,4,Cliente_181,NOVO,5,BAIXA,VAREJO,HEADSET,PERIFÉRICOS,GAMMA,PREMIUM,NORDESTE,SALVADOR,LOJA,VENDEDOR_12,ATRASADO,NÃO,11/2024,2024-11
44,20241126,4423dcab9c0af1d799ca6222820838ea1198f6f86dac99e5b6acc44525e8c6d2,c8e53017c2c6847cd23bee6934160bdf60eb8856a8c183e0227c959e83daaa5b,980f64fe4b19ef4c26b8e5361b3a4096afe38bea03a47937eba620c7c9859dd0,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,f5b0e198f086f8f865157507d872a80c97b657a9a830f5d9b4c650be6237d1ea,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,bc5e446ac5061fef505aba29a431b34dac819a191ff6d5458a839ac7c86fda68,8,628.08,0.04,5024.64,4823.65,200.99,340.69,2725.52,2098.13,0.435,4601.7,1.0482,1,2024-11-26,2024,11,4,Cliente_015,RECORRENTE,9,BAIXA,VAREJO,NOTEBOOK,INFORMÁTICA,BETA,ECONÔMICO,NORTE,BELÉM,LOJA,VENDEDOR_17,NO PRAZO,SIM,11/2024,2024-11
45,20240201,7334f16c72949df361fb66c90188325b6ca76c74ab4264ac19b4055a99ca0d15,184f1a8b0b04aa8427b824095b7503d0fc55668f24c40df05a37607f5c89345b,d43768c95fe9af925f6782508fc4a83dfcbe61578ed2264c3eee8404ca732eb3,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,99bd4df2113cb3d766792b0efb13f18962f220478064eb47b84d9d742c3348f1,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,5,5694.7,0.13,28473.51,24771.95,3701.56,3055.3,15276.5,9495.45,0.3833,27460.88,0.9021,11,2024-02-01,2024,2,1,Cliente_041,RECORRENTE,49,BAIXA,ATACADO,TECLADO,PERIFÉRICOS,BETA,PREMIUM,CENTRO-OESTE,GOIÂNIA,LOJA,VENDEDOR_01,ATRASADO,NÃO,02/2024,2024-02
46,20240101,1fd28ac2c38cb92ecb09c70cac1871c236a4b554b8fa94b11f4a478b67f12468,cb901ac795ea7f0bfa6323d14dbf700934d4fd26c37bef02729449ad73814641,fd8e223b49f305b7afd84f5cbd0d461b98245e457826fa473425c008f74ee9cd,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,b94d49648e0b3b3c78f5ede3c296463d3e65f1e2ebf8dd49dcf760016b233b96,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,7,5633.76,0.0,39436.32,39436.32,0.0,3875.38,27127.66,12308.66,0.3121,45588.47,0.8651,8,2024-01-01,2024,1,1,Cliente_080,NOVO,0,BAIXA,VAREJO,TECLADO,PERIFÉRICOS,GAMMA,PADRÃO,SUL,PORTO ALEGRE,LOJA,VENDEDOR_06,ATRASADO,NÃO,01/2024,2024-01
47,20241210,74b7b03f6806f0d8575a3f1c941462ba415517784729ea580feb53eb4d4c3ff2,3548d3c958b6a07ad99d9ea3a13b3098912f05f78bdb99264853376ddb2f0f81,980f64fe4b19ef4c26b8e5361b3a4096afe38bea03a47937eba620c7c9859dd0,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,f5b0e198f086f8f865157507d872a80c97b657a9a830f5d9b4c650be6237d1ea,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,7,5823.33,0.11,40763.31,36279.35,4483.96,4114.44,28801.08,7478.27,0.2061,47314.69,0.7668,4,2024-12-10,2024,12,4,Cliente_168,RECORRENTE,23,ALTA,VAREJO,NOTEBOOK,INFORMÁTICA,GAMMA,PADRÃO,NORTE,BELÉM,ONLINE,VENDEDOR_17,NO PRAZO,NÃO,12/2024,2024-12
48,20240403,52f16b9d63d3f583aba2a68ec3bed9f032189ca7d0a9c19ac78e9362d29ef438,4721ef089e814834ede76e4ebd396d61c9a1a78e8cb4526fd5699bc0f1204750,074f2ea914ee2ae5e91710145dcff941b60981de3c50196ff5e4b457da28b568,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,a3b3f5bd0a9a9078f50184cc0946819c54059e91acbddc90534208612037f942,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,9,5355.89,0.12,48203.01,42418.65,5784.36,2969.03,26721.27,15697.38,0.3701,50100.0,0.8467,11,2024-04-03,2024,4,2,Cliente_011,RECORRENTE,40,ALTA,ATACADO,NOTEBOOK,INFORMÁTICA,ALPHA,PADRÃO,NORTE,MANAUS,ONLINE,VENDEDOR_10,ATRASADO,NÃO,04/2024,2024-04
49,20240428,c0989ffe0c076f89bfa429fc07776148f0f6f986db7d92b64baeb3cedfbe2f37,074f63d2d6a741711521ca94b7fde79ba884d9d770db589acfe8e227e5e254ea,cec1f71a2989ecf2d34d10058352eaaacb8b9424d321689236998c64ac16241b,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,a3b3f5bd0a9a9078f50184cc0946819c54059e91acbddc90534208612037f942,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,11,2455.44,0.01,27009.84,26739.74,270.1,1482.66,16309.26,10430.48,0.3901,29838.18,0.8962,4,2024-04-28,2024,4,2,Cliente_185,RECORRENTE,57,MÉDIA,ATACADO,TECLADO,PERIFÉRICOS,BETA,ECONÔMICO,SUL,CURITIBA,ONLINE,VENDEDOR_10,NO PRAZO,NÃO,04/2024,2024-04
50,20241031,7dfd20d551680dc3947e8089368ae5561fbe4e2aa61ca95c1eb8d566517277ef,c78f300793640957fd151fb5e67191b79c24cfa026684ad041b153c7d367d563,fd8e223b49f305b7afd84f5cbd0d461b98245e457826fa473425c008f74ee9cd,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,da571b9283e30a2c78fb144ca3a1089486cd3593762478dbdf371a13bc9b65e8,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,bc5e446ac5061fef505aba29a431b34dac819a191ff6d5458a839ac7c86fda68,1,3220.28,0.03,3220.28,3123.67,96.61,2491.52,2491.52,632.15,0.2024,3077.66,1.0149,12,2024-10-31,2024,10,4,Cliente_193,NOVO,0,ALTA,VAREJO,TABLET,INFORMÁTICA,ALPHA,PREMIUM,SUL,PORTO ALEGRE,ONLINE,VENDEDOR_03,ATRASADO,SIM,10/2024,2024-10
51,20241117,38038b8050321af105907ed7e448862ff16c8bf9cc76c8d430b37ee69f83b461,5ae4791ba4c9ebee3521296d8778213dd95b2430d4699dd011cbf480b893267d,d43768c95fe9af925f6782508fc4a83dfcbe61578ed2264c3eee8404ca732eb3,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,b91b1512ed4387f9030f65a30c0f9a707bb0c8cf7d5fe55e0f025a8d81aad399,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,bc5e446ac5061fef505aba29a431b34dac819a191ff6d5458a839ac7c86fda68,1,387.58,0.0,387.58,387.58,0.0,321.99,321.99,65.59,0.1692,368.09,1.0529,2,2024-11-17,2024,11,4,Cliente_143,RECORRENTE,22,MÉDIA,VAREJO,NOTEBOOK,INFORMÁTICA,ALPHA,ECONÔMICO,CENTRO-OESTE,GOIÂNIA,ONLINE,VENDEDOR_18,NO PRAZO,SIM,11/2024,2024-11
52,20240614,58284cb55eccde6f0860fdeab432bd77ed4e1fb1c7a03832530e490f7fbe5535,503087aed610f6e4983a2df238cbee061057b428ff38ae1606b85199883acb75,980f64fe4b19ef4c26b8e5361b3a4096afe38bea03a47937eba620c7c9859dd0,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,10e1a3b9456ee6f1b9d2fdea7e2893cddf77661af5f09ec6d4de0506a8717eb9,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,10,5720.29,0.16,57202.9,48050.44,9152.46,3972.7,39727.0,8323.44,0.1732,53369.07,0.9003,14,2024-06-14,2024,6,2,Cliente_129,NOVO,1,ALTA,VAREJO,MONITOR,INFORMÁTICA,DELTA,PADRÃO,NORTE,BELÉM,ONLINE,VENDEDOR_16,ATRASADO,NÃO,06/2024,2024-06
53,20240612,2675f4e4d33b7e07e970b8caa3223040df4a40d9f4703aa98aff31ba9cd56599,2a657493642e74fa5272f6d97288aac580121fd5f6b4efc53565e6c35fc8622e,3d4103fcdea59f90bbd612ddd26c449be72a3de619728ac1cffcbedcb3804335,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,8a0fe5ac0b3d841482673ba35385798ccfa9a97e0a1c13b603a1ae3067231add,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,7,5490.41,0.14,38432.87,33052.27,5380.6,3086.53,21605.71,11446.56,0.3463,43129.14,0.7664,1,2024-06-12,2024,6,2,Cliente_167,NOVO,1,ALTA,ATACADO,TECLADO,PERIFÉRICOS,ALPHA,PADRÃO,NORDESTE,SALVADOR,LOJA,VENDEDOR_13,NO PRAZO,NÃO,06/2024,2024-06
54,20240915,19487c932ec68dfd1fa67083b545b8cadc839edd5325c58b57432c19219960a3,c19b98f8dbc98a391c0f2effd829d9c1a235898f8e7b5200733d95f9a88179a5,d43768c95fe9af925f6782508fc4a83dfcbe61578ed2264c3eee8404ca732eb3,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,1b75bd2a6fbda74a8e565c6aafd8f6461da81c471f8381b67eb47b2ae754c0d8,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,1,3114.28,0.18,3114.28,2553.71,560.57,2544.76,2544.76,8.95,0.0035,3197.28,0.7987,14,2024-09-15,2024,9,3,Cliente_154,NOVO,2,BAIXA,VAREJO,SMARTPHONE,TELEFONIA,DELTA,PREMIUM,CENTRO-OESTE,GOIÂNIA,LOJA,VENDEDOR_09,ATRASADO,NÃO,09/2024,2024-09
55,20241214,011733650a65b7db9ea88d1f0ad16722d5f2f3fe06ca84130865082a8047b9b3,074f63d2d6a741711521ca94b7fde79ba884d9d770db589acfe8e227e5e254ea,ad8fab0905cb7f8e3dea787f1cd212aa130653b7e1f3458ac820fec2fba7b144,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,10e1a3b9456ee6f1b9d2fdea7e2893cddf77661af5f09ec6d4de0506a8717eb9,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,10,1032.09,0.2,10320.9,8256.72,2064.18,819.08,8190.8,65.92,0.008,10081.9,0.819,2,2024-12-14,2024,12,4,Cliente_173,RECORRENTE,58,MÉDIA,VAREJO,TECLADO,PERIFÉRICOS,BETA,ECONÔMICO,SUDESTE,SÃO PAULO,ONLINE,VENDEDOR_16,NO PRAZO,NÃO,12/2024,2024-12
56,20240217,de024642472f734e0268adc626c11f59574f8aead7d0e27339937450747bce47,cb901ac795ea7f0bfa6323d14dbf700934d4fd26c37bef02729449ad73814641,aabec5e3b55593a13c78786021d346fc0875579168cbe51baaa7888cec5450fa,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,10e1a3b9456ee6f1b9d2fdea7e2893cddf77661af5f09ec6d4de0506a8717eb9,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,1,951.6,0.1,951.6,856.44,95.16,681.12,681.12,175.32,0.2047,1063.42,0.8054,9,2024-02-17,2024,2,1,Cliente_052,NOVO,3,ALTA,ATACADO,TECLADO,PERIFÉRICOS,GAMMA,PADRÃO,SUDESTE,RIO DE JANEIRO,ONLINE,VENDEDOR_16,ATRASADO,NÃO,02/2024,2024-02
